nb_tour;plancton;corail;bar;thon;pollution;pyranha;requin;orque;baleine
7723;233;0;0;14;2;0;0;168;0
7724;233;0;0;14;2;0;0;168;0
7725;233;0;0;14;2;0;0;168;0
7726;233;0;0;14;2;0;0;168;0
7727;233;0;0;14;2;0;0;168;0
7728;233;0;0;14;2;0;0;168;0
7729;233;0;0;14;2;0;0;168;0
7731;231;0;0;9;0;0;0;170;0
7732;231;0;0;9;0;0;0;170;0
7733;231;0;0;9;0;0;0;170;0
7734;231;0;0;9;0;0;0;170;0
7735;231;0;0;9;0;0;0;170;0
7736;231;0;0;9;0;0;0;170;0
7737;231;0;0;9;0;0;0;170;0
7738;231;0;0;9;0;0;0;170;0
7739;231;0;0;9;0;0;0;170;0
7741;243;0;0;10;2;0;0;164;0
7742;243;0;0;10;2;0;0;164;0
7743;243;0;0;10;2;0;0;164;0
7744;243;0;0;10;2;0;0;164;0
7745;243;0;0;10;2;0;0;164;0
7746;243;0;0;10;2;0;0;164;0
7747;243;0;0;10;2;0;0;164;0
7748;243;0;0;10;2;0;0;164;0
7749;243;0;0;10;2;0;0;164;0
7751;249;0;0;11;1;0;0;152;0
7752;249;0;0;11;1;0;0;152;0
7753;249;0;0;11;1;0;0;152;0
7754;249;0;0;11;1;0;0;152;0
7755;249;0;0;11;1;0;0;152;0
7756;249;0;0;11;1;0;0;152;0
7757;249;0;0;11;1;0;0;152;0
7758;249;0;0;11;1;0;0;152;0
7759;249;0;0;11;1;0;0;152;0
7761;246;0;0;9;1;0;0;164;0
7762;246;0;0;9;1;0;0;164;0
7763;246;0;0;9;1;0;0;164;0
7764;246;0;0;9;1;0;0;164;0
7765;246;0;0;9;1;0;0;164;0
7766;246;0;0;9;1;0;0;164;0
7767;246;0;0;9;1;0;0;164;0
7768;246;0;0;9;1;0;0;164;0
7769;246;0;0;9;1;0;0;164;0
7771;309;0;0;6;2;0;0;131;0
7772;309;0;0;6;2;0;0;131;0
7773;309;0;0;6;2;0;0;131;0
7774;309;0;0;6;2;0;0;131;0
7775;309;0;0;6;2;0;0;131;0
7776;309;0;0;6;2;0;0;131;0
7777;309;0;0;6;2;0;0;131;0
7778;309;0;0;6;2;0;0;131;0
7779;309;0;0;6;2;0;0;131;0
7781;306;0;0;7;2;0;0;154;0
7782;306;0;0;7;2;0;0;154;0
7783;306;0;0;7;2;0;0;154;0
7784;306;0;0;7;2;0;0;154;0
7785;306;0;0;7;2;0;0;154;0
7786;306;0;0;7;2;0;0;154;0
7787;306;0;0;7;2;0;0;154;0
7788;306;0;0;7;2;0;0;154;0
7789;306;0;0;7;2;0;0;154;0
7791;299;0;0;9;2;0;0;156;0
7792;299;0;0;9;2;0;0;156;0
7793;299;0;0;9;2;0;0;156;0
7794;299;0;0;9;2;0;0;156;0
7795;299;0;0;9;2;0;0;156;0
7796;299;0;0;9;2;0;0;156;0
7797;299;0;0;9;2;0;0;156;0
7798;299;0;0;9;2;0;0;156;0
7799;299;0;0;9;2;0;0;156;0
7801;259;0;0;8;2;0;0;157;0
7802;259;0;0;8;2;0;0;157;0
7803;259;0;0;8;2;0;0;157;0
7804;259;0;0;8;2;0;0;157;0
7805;259;0;0;8;2;0;0;157;0
7806;259;0;0;8;2;0;0;157;0
7807;259;0;0;8;2;0;0;157;0
7808;259;0;0;8;2;0;0;157;0
7809;259;0;0;8;2;0;0;157;0
7811;261;0;0;6;4;0;0;167;0
7812;261;0;0;6;4;0;0;167;0
7813;261;0;0;6;4;0;0;167;0
7814;261;0;0;6;4;0;0;167;0
7815;261;0;0;6;4;0;0;167;0
7816;261;0;0;6;4;0;0;167;0
7817;261;0;0;6;4;0;0;167;0
7818;261;0;0;6;4;0;0;167;0
7819;261;0;0;6;4;0;0;167;0
7821;276;0;0;10;1;0;0;159;0
7822;276;0;0;10;1;0;0;159;0
7823;276;0;0;10;1;0;0;159;0
7824;276;0;0;10;1;0;0;159;0
7825;276;0;0;10;1;0;0;159;0
7826;276;0;0;10;1;0;0;159;0
